AÑO;MES;PROVINCIA_DESTINO;CONTINENTE_ORIGEN;PAIS_ORIGEN;TURISTAS;PERNOCTACIONES
2019;7;A Coruña;América;Argentina;491;4075
2019;7;Albacete;América;Argentina;36;230
2019;7;Alicante/Alacant;América;Argentina;874;7254
2019;7;Almería;América;Argentina;188;1692
2019;7;Araba/Álava;América;Argentina;39;300
2019;7;Asturias;América;Argentina;239;1840
2019;7;Badajoz;América;Argentina;30;198
2019;7;Barcelona;América;Argentina;9639;55906
2019;7;Bizkaia;América;Argentina;175;1225
2019;7;Burgos;América;Argentina;54;275
2019;7;Cantabria;América;Argentina;99;713
2019;7;Castellón/Castelló;América;Argentina;125;850
2019;7;Cáceres;América;Argentina;35;273
2019;7;Cádiz;América;Argentina;306;2203
2019;7;Córdoba;América;Argentina;66;482
2019;7;Gipuzkoa;América;Argentina;366;2672
2019;7;Girona;América;Argentina;664;4582
2019;7;Granada;América;Argentina;293;2051
2019;7;Guadalajara;América;Argentina;58;348
2019;7;Huelva;América;Argentina;39;328
2019;7;Huesca;América;Argentina;59;354
2019;7;Illes Balears;América;Argentina;3866;29768
2019;7;La Rioja;América;Argentina;43;288
2019;7;Las Palmas;América;Argentina;237;1612
2019;7;León;América;Argentina;72;576
2019;7;Lleida;América;Argentina;79;537
2019;7;Lugo;América;Argentina;95;713
2019;7;Madrid;América;Argentina;12154;57124
2019;7;Murcia;América;Argentina;147;1264
2019;7;Málaga;América;Argentina;1412;11437
2019;7;Navarra;América;Argentina;153;1102
2019;7;Ourense;América;Argentina;69;600
2019;7;Pontevedra;América;Argentina;267;2243
2019;7;Salamanca;América;Argentina;90;675
2019;7;Santa Cruz de Tenerife;América;Argentina;177;1487
2019;7;Segovia;América;Argentina;70;392
2019;7;Sevilla;América;Argentina;324;2300
2019;7;Tarragona;América;Argentina;410;3198
2019;7;Toledo;América;Argentina;170;748
2019;7;Total Nacional;América;Argentina;34780;211712
2019;7;Valencia/València;América;Argentina;707;5373
2019;7;Valladolid;América;Argentina;58;406
2019;7;Zaragoza;América;Argentina;101;828
2019;7;Ávila;América;Argentina;35;235
2019;8;A Coruña;América;Argentina;607;6070
2019;8;Alicante/Alacant;América;Argentina;1088;12186
2019;8;Almería;América;Argentina;203;2355
2019;8;Araba/Álava;América;Argentina;49;475
2019;8;Asturias;América;Argentina;315;3024
2019;8;Badajoz;América;Argentina;45;356
2019;8;Barcelona;América;Argentina;10372;71567
2019;8;Bizkaia;América;Argentina;249;2166
2019;8;Burgos;América;Argentina;58;458
2019;8;Cantabria;América;Argentina;133;1051
2019;8;Castellón/Castelló;América;Argentina;168;1478
2019;8;Cuenca;América;Argentina;39;179
2019;8;Cáceres;América;Argentina;85;740
2019;8;Cádiz;América;Argentina;409;3845
2019;8;Córdoba;América;Argentina;77;578
2019;8;Gipuzkoa;América;Argentina;437;3409
2019;8;Girona;América;Argentina;727;5816
2019;8;Granada;América;Argentina;321;2600
2019;8;Guadalajara;América;Argentina;65;358
2019;8;Huelva;América;Argentina;80;656
2019;8;Huesca;América;Argentina;79;608
2019;8;Illes Balears;América;Argentina;4373;38482
2019;8;La Rioja;América;Argentina;60;624
2019;8;Las Palmas;América;Argentina;347;3088
2019;8;León;América;Argentina;98;1058
2019;8;Lleida;América;Argentina;118;1015
2019;8;Lugo;América;Argentina;114;1140
2019;8;Madrid;América;Argentina;12178;65761
2019;8;Murcia;América;Argentina;173;1782
2019;8;Málaga;América;Argentina;1793;16675
2019;8;Navarra;América;Argentina;133;1383
2019;8;Ourense;América;Argentina;97;1086
2019;8;Pontevedra;América;Argentina;468;5148
2019;8;Salamanca;América;Argentina;97;669
2019;8;Santa Cruz de Tenerife;América;Argentina;200;2040
2019;8;Segovia;América;Argentina;70;441
2019;8;Sevilla;América;Argentina;335;2546
2019;8;Tarragona;América;Argentina;415;3818
2019;8;Toledo;América;Argentina;206;989
2019;8;Total Nacional;América;Argentina;38089;277874
2019;8;Valencia/València;América;Argentina;835;7098
2019;8;Valladolid;América;Argentina;55;451
2019;8;Zamora;América;Argentina;32;253
2019;8;Zaragoza;América;Argentina;112;1008
2019;8;Ávila;América;Argentina;40;320
2019;9;A Coruña;América;Argentina;555;4773
2019;9;Albacete;América;Argentina;38;289
2019;9;Alicante/Alacant;América;Argentina;648;6286
2019;9;Almería;América;Argentina;144;1670
2019;9;Araba/Álava;América;Argentina;44;440
2019;9;Asturias;América;Argentina;238;2166
2019;9;Badajoz;América;Argentina;48;408
2019;9;Barcelona;América;Argentina;9325;68073
2019;9;Bizkaia;América;Argentina;242;1863
2019;9;Burgos;América;Argentina;64;467
2019;9;Cantabria;América;Argentina;157;1429
2019;9;Castellón/Castelló;América;Argentina;122;1025
2019;9;Ciudad Real;América;Argentina;32;240
2019;9;Cáceres;América;Argentina;42;357
2019;9;Cádiz;América;Argentina;397;3573
2019;9;Córdoba;América;Argentina;121;762
2019;9;Gipuzkoa;América;Argentina;395;3121
2019;9;Girona;América;Argentina;524;3982
2019;9;Granada;América;Argentina;391;2893
2019;9;Guadalajara;América;Argentina;94;432
2019;9;Huelva;América;Argentina;66;680
2019;9;Huesca;América;Argentina;48;389
2019;9;Illes Balears;América;Argentina;3030;26664
2019;9;La Rioja;América;Argentina;65;553
2019;9;Las Palmas;América;Argentina;283;2123
2019;9;León;América;Argentina;82;787
2019;9;Lleida;América;Argentina;83;623
2019;9;Lugo;América;Argentina;119;1047
2019;9;Madrid;América;Argentina;12806;67872
2019;9;Murcia;América;Argentina;104;926
2019;9;Málaga;América;Argentina;1586;14591
2019;9;Navarra;América;Argentina;138;1049
2019;9;Ourense;América;Argentina;68;660
2019;9;Pontevedra;América;Argentina;303;3182
2019;9;Salamanca;América;Argentina;100;720
2019;9;Santa Cruz de Tenerife;América;Argentina;393;3576
2019;9;Segovia;América;Argentina;69;283
2019;9;Sevilla;América;Argentina;538;3927
2019;9;Tarragona;América;Argentina;352;2816
2019;9;Toledo;América;Argentina;196;921
2019;9;Total Nacional;América;Argentina;34971;245517
2019;9;Valencia/València;América;Argentina;603;5548
2019;9;Valladolid;América;Argentina;54;421
2019;9;Zaragoza;América;Argentina;105;788
2019;10;A Coruña;América;Argentina;332;3187
2019;10;Alicante/Alacant;América;Argentina;530;5353
2019;10;Almería;América;Argentina;119;1416
2019;10;Araba/Álava;América;Argentina;31;295
2019;10;Asturias;América;Argentina;200;1800
2019;10;Badajoz;América;Argentina;54;535
2019;10;Barcelona;América;Argentina;7978;54250
2019;10;Bizkaia;América;Argentina;226;1605
2019;10;Burgos;América;Argentina;47;362
2019;10;Cantabria;América;Argentina;98;1049
2019;10;Castellón/Castelló;América;Argentina;123;1156
2019;10;Cuenca;América;Argentina;38;285
2019;10;Cáceres;América;Argentina;37;244
2019;10;Cádiz;América;Argentina;351;3440
2019;10;Córdoba;América;Argentina;106;922
2019;10;Gipuzkoa;América;Argentina;316;2844
2019;10;Girona;América;Argentina;310;2697
2019;10;Granada;América;Argentina;366;2965
2019;10;Guadalajara;América;Argentina;48;307
2019;10;Huelva;América;Argentina;75;848
2019;10;Huesca;América;Argentina;33;307
2019;10;Illes Balears;América;Argentina;1420;13632
2019;10;La Rioja;América;Argentina;70;644
2019;10;Las Palmas;América;Argentina;240;2112
2019;10;León;América;Argentina;53;514
2019;10;Lleida;América;Argentina;74;466
2019;10;Lugo;América;Argentina;62;459
2019;10;Madrid;América;Argentina;12471;76073
2019;10;Murcia;América;Argentina;104;1071
2019;10;Málaga;América;Argentina;1272;12974
2019;10;Navarra;América;Argentina;105;924
2019;10;Ourense;América;Argentina;54;680
2019;10;Pontevedra;América;Argentina;357;3749
2019;10;Salamanca;América;Argentina;103;814
2019;10;Santa Cruz de Tenerife;América;Argentina;233;2400
2019;10;Segovia;América;Argentina;35;238
2019;10;Sevilla;América;Argentina;505;4596
2019;10;Tarragona;América;Argentina;266;2341
2019;10;Toledo;América;Argentina;160;816
2019;10;Total Nacional;América;Argentina;29873;218077
2019;10;Valencia/València;América;Argentina;557;5124
2019;10;Valladolid;América;Argentina;38;243
2019;10;Zaragoza;América;Argentina;112;1064
2019;11;A Coruña;América;Argentina;151;1721
2019;11;Alicante/Alacant;América;Argentina;357;3749
2019;11;Almería;América;Argentina;87;974
2019;11;Asturias;América;Argentina;93;1014
2019;11;Barcelona;América;Argentina;5292;37044
2019;11;Bizkaia;América;Argentina;102;1122
2019;11;Cantabria;América;Argentina;34;384
2019;11;Castellón/Castelló;América;Argentina;70;455
2019;11;Cádiz;América;Argentina;205;1722
2019;11;Córdoba;América;Argentina;43;447
2019;11;Gipuzkoa;América;Argentina;107;1102
2019;11;Girona;América;Argentina;194;1765
2019;11;Granada;América;Argentina;196;1686
2019;11;Guadalajara;América;Argentina;45;315
2019;11;Illes Balears;América;Argentina;518;5853
2019;11;La Rioja;América;Argentina;33;314
2019;11;Las Palmas;América;Argentina;201;2030
2019;11;León;América;Argentina;38;300
2019;11;Lleida;América;Argentina;56;448
2019;11;Lugo;América;Argentina;32;339
2019;11;Madrid;América;Argentina;7816;46896
2019;11;Murcia;América;Argentina;80;880
2019;11;Málaga;América;Argentina;749;7865
2019;11;Navarra;América;Argentina;54;464
2019;11;Pontevedra;América;Argentina;130;1690
2019;11;Salamanca;América;Argentina;49;417
2019;11;Santa Cruz de Tenerife;América;Argentina;118;1180
2019;11;Sevilla;América;Argentina;312;3214
2019;11;Tarragona;América;Argentina;176;1742
2019;11;Toledo;América;Argentina;102;632
2019;11;Total Nacional;América;Argentina;18275;135324
2019;11;Valencia/València;América;Argentina;388;3880
2019;11;Valladolid;América;Argentina;33;432
2019;11;Zaragoza;América;Argentina;91;810
2019;12;A Coruña;América;Argentina;129;1355
2019;12;Alicante/Alacant;América;Argentina;313;3287
2019;12;Almería;América;Argentina;75;833
2019;12;Asturias;América;Argentina;86;783
2019;12;Barcelona;América;Argentina;4195;28107
2019;12;Bizkaia;América;Argentina;71;675
2019;12;Cantabria;América;Argentina;34;337
2019;12;Castellón/Castelló;América;Argentina;58;539
2019;12;Cádiz;América;Argentina;96;778
2019;12;Córdoba;América;Argentina;40;308
2019;12;Gipuzkoa;América;Argentina;93;660
2019;12;Girona;América;Argentina;107;1049
2019;12;Granada;América;Argentina;125;1113
2019;12;Guadalajara;América;Argentina;36;270
2019;12;Illes Balears;América;Argentina;348;3550
2019;12;La Rioja;América;Argentina;34;221
2019;12;Las Palmas;América;Argentina;187;1646
2019;12;Lleida;América;Argentina;75;653
2019;12;Madrid;América;Argentina;6206;28548
2019;12;Murcia;América;Argentina;75;878
2019;12;Málaga;América;Argentina;575;5693
2019;12;Navarra;América;Argentina;33;330
2019;12;Pontevedra;América;Argentina;101;869
2019;12;Santa Cruz de Tenerife;América;Argentina;138;1449
2019;12;Segovia;América;Argentina;34;139
2019;12;Sevilla;América;Argentina;167;1453
2019;12;Tarragona;América;Argentina;144;1267
2019;12;Toledo;América;Argentina;80;432
2019;12;Total Nacional;América;Argentina;14458;94717
2019;12;Valencia/València;América;Argentina;378;3704
2019;12;Zaragoza;América;Argentina;69;794
2020;1;A Coruña;América;Argentina;165;1716
2020;1;Alicante/Alacant;América;Argentina;294;3528
2020;1;Almería;América;Argentina;89;1113
2020;1;Araba/Álava;América;Argentina;31;394
2020;1;Asturias;América;Argentina;95;1055
2020;1;Badajoz;América;Argentina;30;333
2020;1;Barcelona;América;Argentina;5630;36595
2020;1;Bizkaia;América;Argentina;106;1155
2020;1;Burgos;América;Argentina;34;337
2020;1;Cantabria;América;Argentina;44;471
2020;1;Castellón/Castelló;América;Argentina;54;605
2020;1;Cádiz;América;Argentina;114;1163
2020;1;Córdoba;América;Argentina;89;694
2020;1;Gipuzkoa;América;Argentina;114;1049
2020;1;Girona;América;Argentina;181;1738
2020;1;Granada;América;Argentina;244;2367
2020;1;Huesca;América;Argentina;32;320
2020;1;Illes Balears;América;Argentina;465;5813
2020;1;Las Palmas;América;Argentina;268;2626
2020;1;León;América;Argentina;35;375
2020;1;Lleida;América;Argentina;105;1061
2020;1;Madrid;América;Argentina;9165;48575
2020;1;Murcia;América;Argentina;80;904
2020;1;Málaga;América;Argentina;818;9980
2020;1;Navarra;América;Argentina;46;488
2020;1;Pontevedra;América;Argentina;139;1890
2020;1;Salamanca;América;Argentina;49;461
2020;1;Santa Cruz de Tenerife;América;Argentina;129;1638
2020;1;Sevilla;América;Argentina;404;4040
2020;1;Tarragona;América;Argentina;181;1882
2020;1;Toledo;América;Argentina;112;930
2020;1;Total Nacional;América;Argentina;20289;145720
2020;1;Valencia/València;América;Argentina;498;6076
2020;1;Valladolid;América;Argentina;36;385
2020;1;Zaragoza;América;Argentina;80;832
2020;2;A Coruña;América;Argentina;139;1612
2020;2;Alicante/Alacant;América;Argentina;304;3253
2020;2;Almería;América;Argentina;106;1208
2020;2;Asturias;América;Argentina;104;1258
2020;2;Barcelona;América;Argentina;5972;41804
2020;2;Bizkaia;América;Argentina;89;854
2020;2;Cantabria;América;Argentina;50;515
2020;2;Castellón/Castelló;América;Argentina;54;637
2020;2;Cádiz;América;Argentina;109;894
2020;2;Córdoba;América;Argentina;83;614
2020;2;Gipuzkoa;América;Argentina;114;1243
2020;2;Girona;América;Argentina;169;1724
2020;2;Granada;América;Argentina;249;2042
2020;2;Guadalajara;América;Argentina;32;339
2020;2;Illes Balears;América;Argentina;445;4940
2020;2;La Rioja;América;Argentina;30;282
2020;2;Las Palmas;América;Argentina;205;2091
2020;2;Lleida;América;Argentina;118;1239
2020;2;Madrid;América;Argentina;10109;51556
2020;2;Murcia;América;Argentina;99;980
2020;2;Málaga;América;Argentina;659;7249
2020;2;Navarra;América;Argentina;53;615
2020;2;Pontevedra;América;Argentina;101;970
2020;2;Salamanca;América;Argentina;76;889
2020;2;Santa Cruz de Tenerife;América;Argentina;138;1490
2020;2;Sevilla;América;Argentina;356;3631
2020;2;Tarragona;América;Argentina;191;1872
2020;2;Toledo;América;Argentina;108;583
2020;2;Total Nacional;América;Argentina;21150;145955
2020;2;Valencia/València;América;Argentina;417;4587
2020;2;Valladolid;América;Argentina;35;382
2020;2;Zaragoza;América;Argentina;92;1104
2020;3;A Coruña;América;Argentina;128;1229
2020;3;Alicante/Alacant;América;Argentina;291;3376
2020;3;Almería;América;Argentina;51;683
2020;3;Asturias;América;Argentina;68;578
2020;3;Barcelona;América;Argentina;3881;30660
2020;3;Bizkaia;América;Argentina;77;624
2020;3;Cantabria;América;Argentina;31;322
2020;3;Castellón/Castelló;América;Argentina;47;512
2020;3;Cádiz;América;Argentina;86;722
2020;3;Córdoba;América;Argentina;40;448
2020;3;Gipuzkoa;América;Argentina;92;911
2020;3;Girona;América;Argentina;125;1325
2020;3;Granada;América;Argentina;142;1179
2020;3;Illes Balears;América;Argentina;399;4229
2020;3;La Rioja;América;Argentina;31;245
2020;3;Las Palmas;América;Argentina;192;1786
2020;3;Lleida;América;Argentina;75;668
2020;3;Madrid;América;Argentina;5928;38532
2020;3;Murcia;América;Argentina;89;979
2020;3;Málaga;América;Argentina;586;6856
2020;3;Navarra;América;Argentina;38;388
2020;3;Pontevedra;América;Argentina;74;910
2020;3;Salamanca;América;Argentina;37;326
2020;3;Santa Cruz de Tenerife;América;Argentina;209;1902
2020;3;Sevilla;América;Argentina;227;2225
2020;3;Tarragona;América;Argentina;132;1254
2020;3;Toledo;América;Argentina;50;295
2020;3;Total Nacional;América;Argentina;13961;110791
2020;3;Valencia/València;América;Argentina;457;4433
2020;3;Zaragoza;América;Argentina;53;546
2020;4;A Coruña;América;Argentina;41;521
2020;4;Alicante/Alacant;América;Argentina;137;1713
2020;4;Almería;América;Argentina;48;518
2020;4;Asturias;América;Argentina;40;540
2020;4;Barcelona;América;Argentina;815;9943
2020;4;Cádiz;América;Argentina;38;270
2020;4;Girona;América;Argentina;40;484
2020;4;Granada;América;Argentina;47;475
2020;4;Illes Balears;América;Argentina;245;2989
2020;4;Las Palmas;América;Argentina;183;1190
2020;4;Madrid;América;Argentina;601;7152
2020;4;Murcia;América;Argentina;41;422
2020;4;Málaga;América;Argentina;278;3308
2020;4;Pontevedra;América;Argentina;32;458
2020;4;Santa Cruz de Tenerife;América;Argentina;56;650
2020;4;Sevilla;América;Argentina;30;405
2020;4;Tarragona;América;Argentina;94;1109
2020;4;Total Nacional;América;Argentina;3206;37122
2020;4;Valencia/València;América;Argentina;169;1927
2020;5;A Coruña;América;Argentina;50;610
2020;5;Alicante/Alacant;América;Argentina;146;2029
2020;5;Almería;América;Argentina;46;598
2020;5;Asturias;América;Argentina;41;529
2020;5;Barcelona;América;Argentina;866;11691
2020;5;Bizkaia;América;Argentina;33;274
2020;5;Cádiz;América;Argentina;62;384
2020;5;Girona;América;Argentina;62;868
2020;5;Granada;América;Argentina;36;410
2020;5;Illes Balears;América;Argentina;216;2614
2020;5;Las Palmas;América;Argentina;154;1417
2020;5;Lleida;América;Argentina;48;0
2020;5;Madrid;América;Argentina;565;7289
2020;5;Murcia;América;Argentina;34;320
2020;5;Málaga;América;Argentina;256;3942
2020;5;Pontevedra;América;Argentina;33;383
2020;5;Santa Cruz de Tenerife;América;Argentina;48;514
2020;5;Sevilla;América;Argentina;34;578
2020;5;Tarragona;América;Argentina;86;1109
2020;5;Total Nacional;América;Argentina;3260;41885
2020;5;Valencia/València;América;Argentina;178;2563
2020;5;Zaragoza;América;Argentina;30;273
2020;6;A Coruña;América;Argentina;36;328
2020;6;Alicante/Alacant;América;Argentina;113;1220
2020;6;Almería;América;Argentina;43;400
2020;6;Asturias;América;Argentina;38;532
2020;6;Barcelona;América;Argentina;759;7818
2020;6;Cádiz;América;Argentina;56;308
2020;6;Girona;América;Argentina;58;650
2020;6;Granada;América;Argentina;38;380
2020;6;Illes Balears;América;Argentina;186;2195
2020;6;Las Palmas;América;Argentina;94;602
2020;6;Madrid;América;Argentina;444;4618
2020;6;Murcia;América;Argentina;33;366
2020;6;Málaga;América;Argentina;210;2583
2020;6;Santa Cruz de Tenerife;América;Argentina;41;336
2020;6;Tarragona;América;Argentina;64;614
2020;6;Total Nacional;América;Argentina;2711;28198
2020;6;Valencia/València;América;Argentina;164;1968
2020;7;Alicante/Alacant;América;Argentina;103;1236
2020;7;Almería;América;Argentina;30;345
2020;7;Barcelona;América;Argentina;737;9286
2020;7;Cádiz;América;Argentina;32;259
2020;7;Girona;América;Argentina;60;630
2020;7;Illes Balears;América;Argentina;193;2181
2020;7;Las Palmas;América;Argentina;64;582
2020;7;Madrid;América;Argentina;563;6193
2020;7;Málaga;América;Argentina;193;2297
2020;7;Pontevedra;América;Argentina;46;455
2020;7;Santa Cruz de Tenerife;América;Argentina;66;733
2020;7;Tarragona;América;Argentina;44;502
2020;7;Total Nacional;América;Argentina;2736;31370
2020;7;Valencia/València;América;Argentina;162;1798
2020;8;Alicante/Alacant;América;Argentina;111;1476
2020;8;Barcelona;América;Argentina;609;7673
2020;8;Castellón/Castelló;América;Argentina;31;384
2020;8;Cádiz;América;Argentina;44;585
2020;8;Gipuzkoa;América;Argentina;31;474
2020;8;Girona;América;Argentina;62;843
2020;8;Illes Balears;América;Argentina;250;3250
2020;8;Las Palmas;América;Argentina;44;400
2020;8;Madrid;América;Argentina;653;7118
2020;8;Málaga;América;Argentina;228;3124
2020;8;Pontevedra;América;Argentina;41;439
2020;8;Santa Cruz de Tenerife;América;Argentina;55;644
2020;8;Tarragona;América;Argentina;46;658
2020;8;Total Nacional;América;Argentina;2735;33564
2020;8;Valencia/València;América;Argentina;146;1825
2020;9;A Coruña;América;Argentina;35;406
2020;9;Alicante/Alacant;América;Argentina;118;1357
2020;9;Almería;América;Argentina;30;213
2020;9;Barcelona;América;Argentina;791;7831
2020;9;Cádiz;América;Argentina;43;417
2020;9;Gipuzkoa;América;Argentina;41;414
2020;9;Girona;América;Argentina;61;659
2020;9;Granada;América;Argentina;30;369
2020;9;Illes Balears;América;Argentina;240;2664
2020;9;Las Palmas;América;Argentina;48;514
2020;9;Madrid;América;Argentina;884;6895
2020;9;Málaga;América;Argentina;199;2209
2020;9;Pontevedra;América;Argentina;46;483
2020;9;Santa Cruz de Tenerife;América;Argentina;41;381
2020;9;Tarragona;América;Argentina;47;625
2020;9;Total Nacional;América;Argentina;3175;30982
2020;9;Valencia/València;América;Argentina;172;1944
2020;10;A Coruña;América;Argentina;40;612
2020;10;Alicante/Alacant;América;Argentina;118;1593
2020;10;Almería;América;Argentina;37;433
2020;10;Barcelona;América;Argentina;819;9828
2020;10;Cádiz;América;Argentina;33;333
2020;10;Gipuzkoa;América;Argentina;32;422
2020;10;Girona;América;Argentina;60;726
2020;10;Granada;América;Argentina;38;353
2020;10;Illes Balears;América;Argentina;162;2414
2020;10;Las Palmas;América;Argentina;63;548
2020;10;Madrid;América;Argentina;990;10296
2020;10;Murcia;América;Argentina;31;400
2020;10;Málaga;América;Argentina;243;3645
2020;10;Pontevedra;América;Argentina;47;663
